Wavelength,Intensity
575,0.000819920819921
576,0.000707440707441
577,0.000885040885041
578,0.000890220890221
579,0.000984570984571
580,0.000892070892071
581,0.000791800791801
582,0.000630850630851
583,0.00108484108484
584,0.000894290894291
585,0.000947385947386
586,0.000975320975321
587,0.00109927109927
588,0.00113183113183
589,0.00118141118141
590,0.0013246013246
591,0.00122988122988
592,0.00110593110593
593,0.00108854108854
594,0.00105598105598
595,0.00116883116883
596,0.00136419136419
597,0.00114885114885
598,0.00120546120546
599,0.00106227106227
600,0.00121767121767
601,0.00143745143745
602,0.00149443149443
603,0.00127206127206
604,0.00122581122581
605,0.00138861138861
606,0.00143745143745
607,0.00129907129907
608,0.00150257150257
609,0.00152699152699
610,0.00131535131535
611,0.0012284012284
612,0.00138861138861
613,0.00152292152292
614,0.00127428127428
615,0.00158397158397
616,0.00191771191771
617,0.00162208162208
618,0.00169793169793
619,0.00190143190143
620,0.00185259185259
621,0.00171976171976
622,0.00147704147704
623,0.00186073186073
624,0.00177119177119
625,0.00185259185259
626,0.00181189181189
627,0.00198283198283
628,0.00231398231398
629,0.00191364191364
630,0.00185148185148
631,0.00191771191771
632,0.00199097199097
633,0.00186406186406
634,0.00181189181189
635,0.00202353202353
636,0.00206423206423
637,0.00192585192585
638,0.00182817182817
639,0.00208051208051
640,0.00197469197469
641,0.00217005217005
642,0.00219447219447
643,0.00199097199097
644,0.00207237207237
645,0.00238169238169
646,0.00207237207237
647,0.00239797239797
648,0.00227587227587
649,0.00252414252414
650,0.00230029230029
651,0.00246309246309
652,0.00256891256891
653,0.00236541236541
654,0.00265845265845
655,0.00259333259333
656,0.00269915269915
657,0.00244681244681
658,0.00287823287823
659,0.00308987308987
660,0.00311429311429
661,0.00274392274392
662,0.00291893291893
663,0.00300033300033
664,0.00322011322011
665,0.00329337329337
666,0.00320383320383
667,0.00320642320642
668,0.00326081326081
669,0.00371665371665
670,0.00368409368409
671,0.00371665371665
672,0.00377363377363
673,0.00392829392829
674,0.00371665371665
675,0.00391201391201
676,0.00391608391608
677,0.00365153365153
678,0.00372479372479
679,0.00370037370037
680,0.00369223369223
681,0.00387945387945
682,0.00414807414807
683,0.00392015392015
684,0.00415621415621
685,0.00419691419691
686,0.00402597402597
687,0.00427831427831
688,0.00430273430273
689,0.00410737410737
690,0.00403411403411
691,0.00433529433529
692,0.00417249417249
693,0.00436785436785
694,0.00428645428645
695,0.00429459429459
696,0.00428645428645
697,0.00458763458763
698,0.00470159470159
699,0.00428238428238
700,0.00485625485625
701,0.00447367447367
702,0.00476671476671
703,0.00448995448995
704,0.00440041440041
705,0.00463647463647
706,0.00455507455507
707,0.00471787471787
708,0.00482369482369
709,0.00497021497021
710,0.00488881488881
711,0.00513301513302
712,0.00488881488881
713,0.00519813519814
714,0.00525511525512
715,0.00532023532024
716,0.0052713952714
717,0.0055562955563
718,0.0052713952714
719,0.00574351574352
720,0.00549931549932
721,0.00536093536094
722,0.00558885558886
723,0.00578421578422
724,0.00601213601214
725,0.00621563621564
726,0.00634587634588
727,0.00636215636216
728,0.00640285640286
729,0.00654937654938
730,0.0065330965331
731,0.00667961667962
732,0.00676101676102
733,0.00664705664706
734,0.00680985680986
735,0.00712731712732
736,0.00732267732268
737,0.00742035742036
738,0.00727383727384
739,0.0075505975506
740,0.00756687756688
741,0.00777851777852
742,0.00772967772968
743,0.00773781773782
744,0.00784363784364
745,0.00770729270729
746,0.00820993820994
747,0.00784363784364
748,0.00816923816924
749,0.00792503792504
750,0.00810411810412
751,0.00821807821808
752,0.0082017982018
753,0.00831575831576
754,0.00834017834018
755,0.00813667813668
756,0.00820993820994
757,0.00834017834018
758,0.00838901838902
759,0.00801457801458
760,0.00817737817738
761,0.0084052984053
762,0.00822621822622
763,0.00845413845414
764,0.0081203981204
765,0.00823435823436
766,0.00809597809598
767,0.00824453324453
768,0.00806341806342
769,0.00811225811226
770,0.0080796980797
771,0.0079575979576
772,0.00812853812854
773,0.00788433788434
774,0.00810411810412
775,0.00798201798202
776,0.0084052984053
777,0.00830761830762
778,0.0081203981204
779,0.00812853812854
780,0.00802271802272
781,0.00785381285381
782,0.0079168979169
783,0.0082424982425
784,0.00797387797388
785,0.00818551818552
786,0.0083238983239
787,0.00834017834018
788,0.00799015799016
789,0.00817737817738
790,0.00816923816924
791,0.00834831834832
792,0.00862304362304
793,0.00846227846228
794,0.0086494986495
795,0.00875531875532
796,0.0084866984867
797,0.00877973877974
798,0.00888555888556
799,0.00917045917046
800,0.00923557923558
801,0.00939023939024
802,0.009551004551
803,0.00968327968328
804,0.0098704998705
805,0.00988677988678
806,0.0100088800089
807,0.0104565804566
808,0.0103589003589
809,0.0104158804159
810,0.0101431901432
811,0.0104891404891
812,0.0104484404484
813,0.0108961408961
814,0.0107577607578
815,0.0107170607171
816,0.0107170607171
817,0.0109612609613
818,0.0111444111444
819,0.0112217412217
820,0.0112624412624
821,0.0113926813927
822,0.0114415214415
823,0.0121985421985
824,0.0115229215229
825,0.0114923964924
826,0.0118729418729
827,0.0118322418322
828,0.011815961816
829,0.0123043623044
830,0.0117834017834
831,0.012109002109
832,0.0124915824916
833,0.012572982573
834,0.0125892625893
835,0.0123043623044
836,0.0125892625893
837,0.0128782328782
838,0.0128009028009
839,0.0133218633219
840,0.0129148629149
841,0.0133544233544
842,0.0131020831021
843,0.0133666333666
844,0.0133462833463
845,0.0136881636882
846,0.0133055833056
847,0.0135660635661
848,0.0138184038184
849,0.0135090835091
850,0.0135416435416
851,0.0135009435009
852,0.0138753838754
853,0.01368002368
854,0.0136718836719
855,0.0135090835091
856,0.0136311836312
857,0.0136637436637
858,0.0138021238021
859,0.0136413586414
860,0.0132404632405
861,0.01333000333
862,0.013216043216
863,0.0136413586414
864,0.0136393236393
865,0.0131753431753
866,0.0130939430939
867,0.0131753431753
868,0.0130674880675
869,0.0128823028823
870,0.0128253228253
871,0.0127927627928
872,0.0127378177378
873,0.0127439227439
874,0.0124101824102
875,0.0126706626707
876,0.0126869426869
877,0.0128721278721
878,0.0123776223776
879,0.0125404225404
880,0.0126381026381
881,0.0127133977134
882,0.012866022866
883,0.0129555629556
884,0.0129718429718
885,0.0130796980797
886,0.0134276834277
887,0.0126218226218
888,0.0128334628335
889,0.0132628482628
890,0.0132323232323
891,0.0129311429311
892,0.0134521034521
893,0.0131468531469
894,0.0132404632405
895,0.0131102231102
896,0.0132506382506
897,0.0130858030858
898,0.0133951233951
899,0.01297998298
900,0.0129270729271
901,0.0133951233951
902,0.0131672031672
903,0.0132506382506
904,0.0126625226625
905,0.0130288230288
906,0.0127927627928
907,0.0125790875791
908,0.0126869426869
909,0.0124346024346
910,0.0125485625486
911,0.0126625226625
912,0.0122799422799
913,0.0122982572983
914,0.0123206423206
915,0.0120845820846
916,0.0121904021904
917,0.012109002109
918,0.0120113220113
919,0.0119624819625
920,0.0119502719503
921,0.0114496614497
922,0.012109002109
923,0.0120540570541
924,0.0117345617346
925,0.0112624412624
926,0.0114740814741
927,0.0114903614904
928,0.0114171014171
929,0.0113947163947
930,0.0112624412624
931,0.0107659007659
932,0.0111383061383
933,0.0112054612055
934,0.0112054612055
935,0.0112665112665
936,0.0110345210345
937,0.0109531209531
938,0.0111138861139
939,0.0109368409368
940,0.0104728604729
941,0.010944980945
942,0.0107170607171
943,0.0108391608392
944,0.0109694009694
945,0.0107496207496
946,0.0106865356865
947,0.0106193806194
948,0.0107903207903
949,0.0108391608392
950,0.0105054205054
951,0.0107048507049
952,0.0105868205868
953,0.0107252007252
954,0.010308025308
955,0.0105461205461
956,0.0105155955156
957,0.0102856402856
958,0.0103182003182
959,0.0108818958819
960,0.0102286602287
961,0.00981351981352
962,0.0102612202612
963,0.0101472601473
964,0.0101798201798
965,0.00998445998446
966,0.00986235986236
967,0.00981351981352
968,0.00985625485625
969,0.00996817996818
970,0.00978095978096
971,0.00948995448995
972,0.00937395937396
973,0.00944111444111
974,0.00920301920302
975,0.00937395937396
976,0.00943093943094
977,0.00915417915418
978,0.00889166389166
979,0.0090157990158
980,0.00886113886114
981,0.00845413845414
982,0.0085742035742
983,0.00847855847856
984,0.00841547341547
985,0.0084052984053
986,0.00833610833611
987,0.00785177785178
988,0.00805527805528
989,0.00797387797388
990,0.0079168979169
991,0.00768897768898
992,0.0073877973878
993,0.00727383727384
994,0.0073063973064
995,0.00709679209679
996,0.0069400969401
997,0.0068648018648
998,0.00670403670404
999,0.00669996669997
1000,0.00635401635402
